source,system_time,msg_time,x,y,theta,v,omega,ax
ekf_slam,1775706411.967577,1775118140.3536313,1.471451512984588,0.3627210711647337,0.2543680718983694,0.0,0.0,0.0
odom,1775706411.9680705,1775118140.3782277,1.498030681806483,0.3269194045815731,0.25428868057599274,0.3833145873737303,0.010042693583600638,0.0
odom,1775706412.0516167,1775118140.398051,1.5054511892521794,0.32852778480206174,0.2544778339429672,0.38331439196399775,0.010039752393567782,0.0
odom,1775706412.0522015,1775118140.4176633,1.5127932846155614,0.3301157552856896,0.25466111833413724,0.38331425486629184,0.010036141646199592,0.0
odom,1775706412.0525658,1775118140.4373188,1.5201516415132856,0.3317062899554064,0.2548411444027665,0.3833141238403106,0.010032606476505602,0.0
odom,1775706412.052962,1775118140.4569547,1.5275029050072804,0.33329371895023047,0.2550173629691703,0.383313998762394,0.010029126164294197,0.0
odom,1775706412.068783,1775118140.4765399,1.5348354434647822,0.33487521793109415,0.25518954711139186,0.3833138859436537,0.010025621539868211,0.0
odom,1775706412.0918343,1775118140.496313,1.5422382330130613,0.33647242763793345,0.255360111292772,0.38331373084358283,0.010022692426760443,0.0
odom,1775706412.1084993,1775118140.5159922,1.549606141200642,0.338059760660792,0.25552632897010025,0.3833135943560951,0.010019597387767462,0.0
ekf_slam,1775706412.1088612,1775118140.5010772,1.52780938753725,0.3801715703791927,0.25563344481631617,0.0,0.0,0.0
odom,1775706412.1302009,1775118140.5356739,1.5569752183286634,0.3396460011038437,0.2556892368399142,0.3833134660218141,0.010016493426848372,0.0
odom,1775706412.1490374,1775118140.55532,1.5643312594685375,0.3412276895890306,0.25584852837206595,0.38331335065572786,0.010013342075754427,0.0
odom,1775706412.1688793,1775118140.575042,1.5717157273960682,0.34281494126330775,0.2560053607762267,0.3833132211941182,0.010010421936676495,0.0
odom,1775706412.252247,1775118140.594748,1.5790944422675672,0.34439941495862675,0.2561588849055294,0.38331309612814635,0.010007520094815113,0.0
odom,1775706412.2543085,1775118140.6143255,1.5864255024945149,0.345970882603623,0.25630807168673986,0.38331300618533787,0.010004359853288942,0.0
odom,1775706412.2588909,1775118140.6339583,1.5937773536400095,0.3475460774952753,0.25645479944046334,0.38331290804160834,0.010001387157272433,0.0
ekf_slam,1775706412.2590556,1775118140.6362581,1.5789289040360894,0.39841504915535825,0.2566200411654833,0.0,0.0,0.0
odom,1775706412.2626357,1775118140.6537695,1.6011958016266172,0.34913619887155856,0.2566003070786458,0.383312763998667,0.009998899227651226,0.0
odom,1775706412.269806,1775118140.6733882,1.6085428139056082,0.3507074718597698,0.25674100525591426,0.3833126646166984,0.00999603969646166,0.0
odom,1775706412.2881577,1775118140.6931643,1.615948608124946,0.35229178640427417,0.2568803970745295,0.3833125386920542,0.009993489036712312,0.0
odom,1775706412.308862,1775118140.7129712,1.6233660526771738,0.3538775919172606,0.2570172663925474,0.3833124055709687,0.009991034857306028,0.0
odom,1775706412.3280962,1775118140.7325618,1.6307031948188446,0.3554423551460137,0.25714926220890666,0.383312332424241,0.00998813777106026,0.0
odom,1775706412.3486404,1775118140.7522767,1.6380867776085273,0.3570171731280046,0.25727979411531177,0.383312239400659,0.00998550674669133,0.0
odom,1775706412.3682654,1775118140.771986,1.645468520661203,0.35859019529691494,0.2574076197125361,0.3833121434244746,0.009982961207971682,0.0
odom,1775706412.4524877,1775118140.791574,1.652805292209326,0.3601508385323932,0.2575316665074534,0.38331207866467515,0.009980241450341364,0.0
odom,1775706412.4530065,1775118140.8112557,1.6601771423616458,0.36171877700097765,0.2576540972496213,0.3833119936504264,0.009977757304631291,0.0
ekf_slam,1775706412.453192,1775118140.783552,1.6436821448527297,0.4198009007043836,0.2578183545218673,0.0,0.0,0.0
odom,1775706412.4537096,1775118140.8308194,1.6675052670686246,0.3632746430087068,0.2577728815868583,0.38331193347886655,0.009975151658978146,0.0
odom,1775706412.4541647,1775118140.8505385,1.6748914532106858,0.3648434751714227,0.25789074423573854,0.3833118358832986,0.009972881901976701,0.0
odom,1775706412.4689398,1775118140.8703325,1.6823057080344,0.36641788605907166,0.25800690770255974,0.383311714793407,0.009970796415696422,0.0
odom,1775706412.491064,1775118140.889852,1.689618121541308,0.3679659039560133,0.25811802003750683,0.3833116677792817,0.009968239635319936,0.0
odom,1775706412.513051,1775118140.9096196,1.6970227546523657,0.3695353383412227,0.25822924123157875,0.38331157037990327,0.009966101513358805,0.0
odom,1775706412.5300922,1775118140.9292996,1.7043953847252138,0.37109557064052584,0.2583373162476592,0.383311488451102,0.009963892583773276,0.0
ekf_slam,1775706412.5368037,1775118140.9187045,1.6882408082701317,0.4331485946230453,0.25837011123144205,0.0,0.0,0.0
odom,1775706412.5485299,1775118140.9488785,1.7117303327070539,0.3726452151062701,0.2584421633851197,0.3833114393186833,0.009961532744841892,0.0
odom,1775706412.568612,1775118140.968457,1.719065396195404,0.37419360599555995,0.2585448304944342,0.3833113940512116,0.0099592266287071,0.0
odom,1775706412.6426651,1775118140.9881794,1.7264542544498294,0.3757539874625058,0.2586467478903405,0.3833113079560237,0.009957222106170982,0.0
odom,1775706412.6434236,1775118141.0076473,1.7337485641501855,0.37728974533779525,0.25874406449169074,0.3833112827069104,0.009954896252952698,0.0
odom,1775706412.6438713,1775118141.0272307,1.741086106719673,0.3788349251569687,0.2588404625531395,0.3833112342661659,0.009952782219075995,0.0
odom,1775706412.6510894,1775118141.046707,1.748383931711165,0.3803690342025827,0.25893379262582034,0.3833112053012405,0.009950611764995955,0.0
odom,1775706412.6686375,1775118141.0664277,1.7557729842620045,0.3819244392529368,0.25902751467981355,0.38331111101566245,0.009948845490799118,0.0
odom,1775706412.6886127,1775118141.085993,1.76310440376508,0.38346432603502456,0.25911773635652136,0.3833110504217453,0.009946906273376206,0.0
odom,1775706412.7105207,1775118141.1055825,1.7704450778520773,0.3850052561265691,0.2592062706951234,0.3833109938282336,0.009944989159079718,0.0
odom,1775706412.7281785,1775118141.125123,1.7777675954038887,0.38654045231309975,0.25929243313615524,0.3833109525082427,0.009943039756617788,0.0
odom,1775706412.7482111,1775118141.1448655,1.7851655440868197,0.3880930805689505,0.2593786933245825,0.38331086000989284,0.009941382787286233,0.0
odom,1775706412.8259401,1775118141.164621,1.7925685817703318,0.38964570907316115,0.2594632041542755,0.3833107620707185,0.009939752823422231,0.0
odom,1775706412.8267229,1775118141.1840765,1.7998601495374482,0.39116948337269913,0.25954297874995413,0.38331075453655905,0.00993772453205905,0.0
odom,1775706412.8272567,1775118141.2033105,1.80706951538432,0.39267170065272594,0.2596188921264413,0.383310819333995,0.00993546343245117,0.0
odom,1775706412.8282578,1775118141.222838,1.8143882732549759,0.39419986456247735,0.2596959899050888,0.38331079858653544,0.009933689035148338,0.0
ekf_slam,1775706412.8374946,1775118141.0660956,1.755974637938215,0.44948903585982486,0.2591123080545725,0.0,0.0,0.0
odom,1775706412.8483014,1775118141.2424672,1.8217451130247249,0.39573626513776516,0.25977236818968574,0.38331072471968575,0.009932163445791873,0.0
odom,1775706412.8716364,1775118141.262199,1.8291403020162196,0.39728095879738307,0.25984803479561114,0.3833106189649627,0.009930761216102623,0.0
ekf_slam,1775706412.8852298,1775118141.2012947,1.8009094395564884,0.46265407134498787,0.2596441297765795,0.0,0.0,0.0
odom,1775706412.888914,1775118141.2817342,1.8364626152729924,0.3988063542249554,0.25992011516272884,0.3833105743600159,0.009929100889916352,0.0
odom,1775706412.9088662,1775118141.3013892,1.8438296596984716,0.40034165942644695,0.2599917352909453,0.3833105153645384,0.009927538496834254,0.0
odom,1775706412.932608,1775118141.3210552,1.851200993032628,0.40187682645102346,0.26006184068562854,0.3833104558622452,0.009926001753775648,0.0
odom,1775706412.94842,1775118141.3406334,1.8585398966543827,0.40340274554135297,0.2601295069272571,0.3833104262536995,0.009924377585969073,0.0
odom,1775706413.015958,1775118141.3603213,1.86591980519484,0.4049376674266435,0.26019668250618855,0.3833103742949428,0.009922875843106173,0.0
odom,1775706413.016541,1775118141.3800206,1.87330418062894,0.40647250608456836,0.26026241607246314,0.38331031901980983,0.00992140571781995,0.0
ekf_slam,1775706413.0166404,1775118141.3363943,1.841821474612201,0.4744908029820913,0.2600093827899022,0.0,0.0,0.0
odom,1775706413.016876,1775118141.3996823,1.8806747532582226,0.40800272677330446,0.2603262584592092,0.3833102795671884,0.009919900564407294,0.0
odom,1775706413.0292742,1775118141.4192708,1.8880183079648967,0.4095250576615542,0.2603879049636113,0.3833102668174793,0.009918336765317061,0.0
odom,1775706413.0520322,1775118141.4388702,1.8953661493636718,0.41104729672015705,0.2604482090018654,0.38331025467213664,0.009916814809573172,0.0
odom,1775706413.0690863,1775118141.458614,1.9027679409713911,0.41258179350543156,0.26050847068135186,0.3833102007241891,0.009915461341871153,0.0
odom,1775706413.0886118,1775118141.4782112,1.9101153151528627,0.414101582634622,0.26056587463458136,0.3833101836707105,0.00991400208487253,0.0
odom,1775706413.1089346,1775118141.4978828,1.9174906538813967,0.41562718458237524,0.2606226134940748,0.3833101546402765,0.009912613772239837,0.0
odom,1775706413.1284022,1775118141.5173452,1.9247883403744448,0.41713231750716556,0.2606759636740335,0.38331018162564184,0.00991108615769964,0.0
ekf_slam,1775706413.2380745,1775118141.4835117,1.8987670169350965,0.49504659411647145,0.26051227877890204,0.0,0.0,0.0
odom,1775706413.2387908,1775118141.5370216,1.932165864490854,0.41865621178829093,0.26073006982337876,0.3833101535322894,0.009909770411730837,0.0
odom,1775706413.2392101,1775118141.5567367,1.9395579640348597,0.42018259194546864,0.2607832039180544,0.38331010390829323,0.009908527363459704,0.0
odom,1775706413.23965,1775118141.5765216,1.9469762561625528,0.4217143483394041,0.26083567548756115,0.3833100382135771,0.009907332381536056,0.0
odom,1775706413.2400415,1775118141.5961187,1.954324883506025,0.4232276062844752,0.260885016016966,0.38331003210977854,0.00990598362674251,0.0
odom,1775706413.2410283,1775118141.6156447,1.9616472920960986,0.42473322590188956,0.2609324242651527,0.38331005853476563,0.009904591312071696,0.0
odom,1775706413.253494,1775118141.63532,1.9690255037369764,0.42625165664937836,0.2609800523908423,0.3833100430366863,0.009903350899161806,0.0
ekf_slam,1775706413.2582767,1775118141.6186843,1.9371033345536297,0.5078312562487578,0.26071371606940424,0.0,0.0,0.0
odom,1775706413.2688406,1775118141.6550303,1.9764167818047362,0.4277722286275104,0.26102677182413414,0.38331000883883987,0.009902172399720686,0.0
odom,1775706413.2882466,1775118141.6745667,1.9837437162923979,0.42927565153745,0.2610705999774301,0.3833100234084609,0.009900889898280718,0.0
odom,1775706413.3084848,1775118141.6943083,1.9911471119765054,0.4307970568104649,0.26111523361118394,0.3833099887509218,0.009899756305154729,0.0
odom,1775706413.329144,1775118141.714132,1.9985813090110869,0.4323250285216709,0.26115945053459555,0.3833099260927585,0.00989869033227361,0.0
odom,1775706413.3494596,1775118141.7337365,2.0059341427579898,0.4338315913887242,0.26120035981539,0.3833099301971347,0.00989747893598259,0.0
odom,1775706413.4195876,1775118141.7531223,2.01320587310791,0.43531685910502466,0.26123805775681275,0.3833100085818015,0.00989614906851809,0.0
odom,1775706413.4202762,1775118141.7727964,2.0205850011853586,0.436827892772429,0.2612774762440248,0.38331000686431166,0.009895043989173697,0.0
odom,1775706413.4205775,1775118141.7921054,2.027828588741572,0.4383040423205829,0.26131229361965325,0.3833100848129698,0.009893795971627775,0.0
odom,1775706413.4288151,1775118141.8118825,2.035246423493109,0.43982267132297903,0.2613506060015651,0.3833100357480661,0.009892841733834895,0.0
odom,1775706413.448393,1775118141.8313286,2.04254131347638,0.44130953724304856,0.2613846406896885,0.3833100576120023,0.00989174340037356,0.0
odom,1775706413.4711094,1775118141.8509972,2.0499193042425947,0.4428161316510131,0.2614198168307684,0.38331003150951765,0.009890759669135158,0.0
ekf_slam,1775706413.4764822,1775118141.7661536,1.9952943942858516,0.5264689636177229,0.260802981609709,0.0,0.0,0.0
odom,1775706413.4911425,1775118141.8706532,2.0572927138601353,0.44432053020898565,0.2614538245172269,0.38331000403878235,0.009889782127634248,0.0
odom,1775706413.5084858,1775118141.8903728,2.064690090768183,0.44582986726061496,0.26148741796793074,0.3833099664292232,0.009888828200376149,0.0
odom,1775706413.5282216,1775118141.9099193,2.0720231290041746,0.4473220892544363,0.2615183251307202,0.3833099840186523,0.009887789816495018,0.0
odom,1775706413.596267,1775118141.9296887,2.0794393556248285,0.4488340731920034,0.26155040610177727,0.3833099515032878,0.009886858546434486,0.0
odom,1775706413.5970743,1775118141.9494414,2.0868495843953947,0.4503435062637231,0.26158131256983186,0.38330992047726764,0.009885927498319964,0.0
ekf_slam,1775706413.5972688,1775118141.9012623,2.0427787742782577,0.536701079695359,0.26099715880934227,0.0,0.0,0.0
odom,1775706413.597767,1775118141.9691064,2.094227393537212,0.451843798648792,0.2616103882895122,0.38330992308023015,0.00988495394824812,0.0
odom,1775706413.608495,1775118141.9887075,2.1015816460155947,0.4533371883061328,0.261637905007551,0.3833099528163048,0.009883963542091924,0.0
odom,1775706413.635372,1775118142.0082703,2.1089218262608718,0.4548260637269142,0.26166414134641736,0.38330999470509836,0.009882985513475152,0.0
odom,1775706413.648376,1775118142.0278683,2.1162753284152425,0.4563172825808563,0.2616898262336269,0.38331002221881255,0.009882055167083773,0.0
odom,1775706413.6693244,1775118142.0474584,2.123626106342387,0.4578068333816661,0.2617145496782456,0.38331004429109256,0.00988115145146346,0.0
odom,1775706413.6934521,1775118142.0670588,2.1309808974014035,0.459296406818033,0.26173850065024284,0.38331005981811384,0.00988027274846598,0.0
odom,1775706413.708724,1775118142.0866492,2.1383321657394383,0.46078412279351466,0.2617614958190333,0.38331007588475813,0.009879407987246831,0.0
odom,1775706413.7775989,1775118142.1062021,2.1456697151791,0.4622674406279825,0.2617832903601869,0.38331010181760894,0.009878547332370313,0.0
odom,1775706413.778352,1775118142.1258597,2.153046383029472,0.463759580736326,0.2618052639657926,0.38331009911331104,0.009877735522382428,0.0
ekf_slam,1775706413.7785451,1775118142.0484884,2.099725748408958,0.5519430764435167,0.26114028367678177,0.0,0.0,0.0
odom,1775706413.779028,1775118142.1456816,2.1604843361227783,0.4652660661839975,0.2618279618735784,0.3833100491512007,0.009876978053691497,0.0
odom,1775706413.7916195,1775118142.1651552,2.167792971157951,0.4667392156750774,0.26184645794051375,0.38331009821226814,0.00987611579230319,0.0
odom,1775706413.8086333,1775118142.1849637,2.1752262711006987,0.4682426126063807,0.26186739104195755,0.38331007339515305,0.009875353068599465,0.0
odom,1775706413.8333104,1775118142.2045295,2.182569615538196,0.4697225239682566,0.26188516049950605,0.38331010626393325,0.009874538326773263,0.0
ekf_slam,1775706413.839535,1775118142.1837728,2.1421985685601146,0.5640697419256252,0.2612284060025578,0.0,0.0,0.0
odom,1775706413.8484142,1775118142.2241237,2.189923794877259,0.471204213270149,0.2619024438899924,0.3833101423122951,0.009873742880627381,0.0
odom,1775706413.8681302,1775118142.2436583,2.19725591958445,0.47267945459948235,0.26191840019818224,0.3833101912828694,0.009872956806618195,0.0
odom,1775706413.8883173,1775118142.263533,2.204714747052884,0.4741854690899936,0.26193687031009816,0.3833101444765591,0.009872265415574719,0.0
odom,1775706413.9600306,1775118142.2831974,2.212095500821529,0.4756709682803743,0.26195250601710685,0.38331014718500195,0.009871526398155661,0.0
odom,1775706413.96071,1775118142.302767,2.2194412577414675,0.4771467805770009,0.2619664956926946,0.38331019242722314,0.009870768689912733,0.0
odom,1775706413.9611802,1775118142.3225899,2.2268813576051527,0.47864528544534846,0.2619821934191431,0.38331017436662024,0.00987007416370301,0.0
odom,1775706413.9682322,1775118142.3421404,2.2342204205755576,0.4801175550602007,0.2619945221355362,0.38331022381306645,0.009869338382587831,0.0
odom,1775706413.9885921,1775118142.3618479,2.2416180090012388,0.4816035748683313,0.2620076711020709,0.3833102415719631,0.009868643359370413,0.0
odom,1775706414.0097868,1775118142.3813703,2.2489470024779745,0.48307151095463885,0.26201834329989016,0.3833103027126655,0.009867935278536364,0.0
odom,1775706414.028038,1775118142.4011183,2.2563600509048714,0.4845596028987587,0.26203051905279784,0.3833103053168585,0.009867279044175562,0.0
odom,1775706414.0484152,1775118142.4209528,2.263805478688143,0.4860548732366304,0.26204280774538935,0.38331027573173526,0.009866639701070191,0.0
odom,1775706414.0685227,1775118142.4405344,2.2711570497921945,0.48752572134482697,0.26205196182725654,0.3833103195095714,0.009865965226688238,0.0
ekf_slam,1775706414.0761328,1775118142.318782,2.197359924218154,0.5802205047704342,0.26138164651931683,0.0,0.0,0.0
odom,1775706414.1473513,1775118142.4600716,2.2784923233975936,0.4889916196380979,0.2620600641883164,0.38331038930808775,0.009865300448658505,0.0
odom,1775706414.1480212,1775118142.4798355,2.285912004447252,0.4904777826210097,0.2620697144966093,0.3833103947304894,0.009864681901310825,0.0
ekf_slam,1775706414.1481414,1775118142.4663494,2.240760749962445,0.5945941221584012,0.26152311563902136,0.0,0.0,0.0
odom,1775706414.1484396,1775118142.499569,2.293320713521519,0.4919602936388237,0.26207840398547244,0.3833103976367073,0.00986406649295568,0.0
odom,1775706414.1489055,1775118142.5191522,2.3006736805271393,0.49342796174642,0.2620850092841165,0.38331044631494304,0.00986344220462888,0.0
odom,1775706414.1687496,1775118142.5386808,2.3080065365287616,0.4948897452552956,0.2620905039062289,0.38331051620513557,0.009862830177855468,0.0
odom,1775706414.1924214,1775118142.558267,2.3153610332677177,0.49635611097763715,0.26209598284479796,0.38331056630445537,0.009862243586028508,0.0
odom,1775706414.2112732,1775118142.5778637,2.3227195313671194,0.49782263533908616,0.2621009833701086,0.38331060402112993,0.009861672843804662,0.0
odom,1775706414.2318866,1775118142.5974684,2.3300812328236487,0.4992891210710293,0.262105490283282,0.383310634987398,0.009861113068718164,0.0
odom,1775706414.2487645,1775118142.616994,2.3374136916876367,0.5007474510628133,0.26210868038463664,0.38331068548987385,0.009860559356254897,0.0
ekf_slam,1775706414.262335,1775118142.6014233,2.3006517352638847,0.6104458930303399,0.26162148704105187,0.0,0.0,0.0
odom,1775706414.2681143,1775118142.6367736,2.3448408361813993,0.502228665092272,0.26211375656471647,0.38331066940419495,0.009860025104888882,0.0
odom,1775706414.3401566,1775118142.6564767,2.3522397189861604,0.5037019348037257,0.2621174960613297,0.3833106688892599,0.00985948528527417,0.0
odom,1775706414.3409011,1775118142.6761296,2.3596200876063755,0.5051697236986146,0.2621201846806418,0.3833106937914113,0.009858946507313783,0.0
odom,1775706414.3412466,1775118142.6957676,2.366995148260906,0.5066353544464682,0.26212218634350437,0.38331073104878177,0.009858416314205228,0.0
odom,1775706414.3497307,1775118142.7155282,2.3744159618389635,0.5081116150677021,0.26212481864747605,0.38331073842186136,0.009857895683195079,0.0
odom,1775706414.368209,1775118142.7351959,2.3818023938095676,0.5095784235784612,0.26212599976412676,0.38331076928635727,0.00985737898206232,0.0
odom,1775706414.389559,1775118142.7548916,2.3891994735554642,0.511047078223686,0.26212692147103844,0.3833107996022732,0.009856870950224066,0.0
odom,1775706414.409284,1775118142.7745569,2.3965853940534587,0.5125121188314329,0.2621270249638856,0.383310838918628,0.009856372026366602,0.0
ekf_slam,1775706414.4647715,1775118142.748676,2.353567229898748,0.623636026851621,0.26154642375679055,0.0,0.0,0.0
odom,1775706414.4709628,1775118142.794256,2.403984088823233,0.5139795480177435,0.262126940273137,0.3833108707346068,0.009855881728469478,0.0
odom,1775706414.4716103,1775118142.8138871,2.41135770551591,0.515439888302545,0.26212569681930065,0.38331091938013084,0.009855401945058618,0.0
odom,1775706414.4721212,1775118142.8335304,2.418736026987278,0.5169006157273994,0.2621240870501662,0.38331096609287096,0.009854933043650083,0.0
odom,1775706414.4889035,1775118142.853344,2.4261778277632695,0.5183764417276867,0.26212361404144247,0.3833109657932148,0.009854463082127896,0.0
odom,1775706414.5081303,1775118142.8729339,2.4335366653960686,0.5198306768781216,0.2621204868110749,0.38331102083631463,0.009854006673897067,0.0
odom,1775706414.5809753,1775118142.892615,2.440929635893384,0.5212926888865033,0.26211778220204884,0.383311061863678,0.009853558733308381,0.0
odom,1775706414.5818536,1775118142.9123278,2.4483344916601695,0.5227568910918593,0.2621149063728825,0.3833110905451923,0.009853115161234199,0.0
ekf_slam,1775706414.5820816,1775118142.8837864,2.4010534633705007,0.6344748398093314,0.26145545423727157,0.0,0.0,0.0
odom,1775706414.5823793,1775118142.9316745,2.4556033657321215,0.5241862747226507,0.2621080825661788,0.3833112127866734,0.009852708538856711,0.0
odom,1775706414.5914657,1775118142.9512706,2.462965313523763,0.5256382615776615,0.2621032937786336,0.38331127388472847,0.009852305757611477,0.0
odom,1775706414.6089194,1775118142.9709966,2.470375665866231,0.5271016127887871,0.26209931512730966,0.38331128125415936,0.009851892533377156,0.0
odom,1775706414.6288152,1775118142.9905732,2.477730618038913,0.5285503228060293,0.26209345847062515,0.38331132150015557,0.009851491663434275,0.0
odom,1775706414.6484163,1775118143.0101428,2.485083175727899,0.5299976991220028,0.26208713712462733,0.3833113717951789,0.009851101964390936,0.0
odom,1775706414.6682153,1775118143.0297508,2.4924501817539992,0.5314479625978601,0.2620807892537287,0.3833114124958979,0.00985071651188536,0.0
odom,1775706414.6888463,1775118143.0495539,2.499889880571181,0.5329156817609252,0.2620758923682307,0.3833114013096022,0.00985031213533774,0.0
ekf_slam,1775706414.7013755,1775118143.031213,2.4442506347665574,0.6419377547960666,0.26126226140029735,0.0,0.0,0.0
odom,1775706414.7695057,1775118143.069107,2.507236857447656,0.534359420682344,0.26206816373929076,0.38331145339230366,0.009849935365451295,0.0
odom,1775706414.7699835,1775118143.0889506,2.514691983745339,0.5358295090980495,0.26206282346745446,0.38331144511647747,0.009849535496496295,0.0
odom,1775706414.7702236,1775118143.1084976,2.5220370125273828,0.5372712696328406,0.2620542069529095,0.3833115088701318,0.009849172020575708,0.0
odom,1775706414.7704694,1775118143.128085,2.5293971944183666,0.5387161216252816,0.2620456227988015,0.3833115750392494,0.009848821174761118,0.0
odom,1775706414.788153,1775118143.1476455,2.5367476198689616,0.5401578268516163,0.2620364265996331,0.38331164260548856,0.009848482125967192,0.0
odom,1775706414.8131247,1775118143.1674254,2.5441796871123703,0.5416192619913754,0.2620289635582256,0.38331164935951784,0.009848116105778449,0.0
odom,1775706414.8291597,1775118143.186878,2.5514903921092094,0.5430495893692912,0.2620179844920454,0.3833117316174965,0.009847797245613491,0.0
odom,1775706414.8483052,1775118143.2066512,2.5589204103921763,0.5445091055639327,0.26200974984837355,0.383311743034823,0.009847444894379609,0.0
odom,1775706414.8688908,1775118143.2262852,2.566298833782491,0.5459549784390338,0.2619997910802745,0.3833117792612054,0.009847108968140388,0.0
odom,1775706414.8890164,1775118143.2456741,2.5735862934439298,0.5473774021724837,0.26198716224547924,0.38331188443478814,0.009846825889186742,0.0
odom,1775706414.9563453,1775118143.265173,2.58091478237621,0.5488094602927949,0.26197532209104235,0.38331196450777394,0.009846541580887543,0.0
odom,1775706414.9568295,1775118143.2848716,2.5883177275433544,0.5502594875646982,0.26196508595738166,0.3833119800608911,0.009846221113175426,0.0
odom,1775706414.9571004,1775118143.3044603,2.5956799761195026,0.5516986358374479,0.2619534509076278,0.3833120137696056,0.00984591414717582,0.0
odom,1775706414.9692478,1775118143.3240335,2.6030366291431832,0.5531357168583263,0.2619413572957239,0.3833120585284543,0.009845618824179031,0.0
odom,1775706414.9906144,1775118143.3436801,2.6104207532766126,0.5545790077795312,0.2619296581677011,0.38331208798454375,0.009845316076713262,0.0
odom,1775706415.0105896,1775118143.3634374,2.617846181189055,0.556031951904737,0.2619186836857277,0.3833120902237796,0.009844992853656013,0.0
ekf_slam,1775706415.0166037,1775118143.1663923,2.5032942080794283,0.6538895179733342,0.26104596905354915,0.0,0.0,0.0
odom,1775706415.0381558,1775118143.383005,2.6252012121857606,0.5574665938595543,0.26190555276837113,0.38331214254600365,0.009844709256003382,0.0
odom,1775706415.0487447,1775118143.4025917,2.6325635873210778,0.5589024263660961,0.2618923213159299,0.38331220081927786,0.009844436800079862,0.0
odom,1775706415.0682402,1775118143.4220922,2.63989403279596,0.5603296293173073,0.26187798628909364,0.3833122783515536,0.009844188292177767,0.0
ekf_slam,1775706415.0741055,1775118143.301563,2.55533119636851,0.6618882132757126,0.2607988587967865,0.0,0.0,0.0
odom,1775706415.148841,1775118143.441893,2.6473363435107062,0.5617841784367159,0.2618662465567554,0.38331227976268756,0.009843881414306366,0.0
odom,1775706415.149344,1775118143.461587,2.6547390194797273,0.5632281239440488,0.2618531366988561,0.3833122988752062,0.009843588047352832,0.0
ekf_slam,1775706415.1494417,1775118143.4487555,2.5956135417781176,0.6717512969907581,0.2606079749088299,0.0,0.0,0.0
odom,1775706415.149829,1775118143.4811492,2.6620929232253143,0.5646592148315016,0.261838469277921,0.38331236067624985,0.00984333486674983,0.0
odom,1775706415.150069,1775118143.5008955,2.6695154293985865,0.5661068291341531,0.2618252869984956,0.38331238468050083,0.00984305244186288,0.0
odom,1775706415.168377,1775118143.5205245,2.676894483625617,0.567542914022532,0.2618106725298053,0.38331243272503296,0.009842794488142835,0.0
odom,1775706415.1881857,1775118143.5401926,2.684288238853048,0.5689820392164773,0.2617961552352557,0.38331247676118413,0.009842537263441543,0.0
odom,1775706415.2098327,1775118143.5599139,2.6917019271044604,0.5704255055242755,0.26178185828037565,0.38331250743078743,0.009842270549984732,0.0
odom,1775706415.2335453,1775118143.5794697,2.6990541622103033,0.5718529646502638,0.26176569443289255,0.3833125780478987,0.009842047068854982,0.0
odom,1775706415.2499495,1775118143.5991564,2.706455404060949,0.5732920669639157,0.26175054219563926,0.38331262125300997,0.009841802929588894,0.0
odom,1775706415.269667,1775118143.6187124,2.7138081337888793,0.5747184144884199,0.2617338739781596,0.38331268943173546,0.00984158941947854,0.0
odom,1775706415.3438294,1775118143.6383884,2.7212056139055014,0.5761553476928222,0.2617181170239946,0.3833127300255756,0.009841353663428334,0.0
odom,1775706415.3446105,1775118143.658144,2.7286328659691006,0.5775990955301323,0.26170284915843256,0.3833127462848134,0.00984109445403241,0.0
ekf_slam,1775706415.3447928,1775118143.583836,2.6560041704362103,0.6882879926025604,0.26049067051648445,0.0,0.0,0.0
odom,1775706415.3452594,1775118143.677778,2.7360150640097567,0.5790309480092254,0.26168614047541183,0.38331279253624007,0.009840868266771427,0.0
odom,1775706415.3499293,1775118143.6974537,2.7434129337692803,0.5804661109791793,0.2616695866134156,0.3833128364724433,0.009840643022901125,0.0
odom,1775706415.3684733,1775118143.7171836,2.75083108698745,0.5819057286152101,0.26165329340941934,0.3833128676968379,0.009840406445997728,0.0
odom,1775706415.3879504,1775118143.7368834,2.7582382281907205,0.5833419736776603,0.2616364484006568,0.38331290647899485,0.0098401802144649,0.0
odom,1775706415.408338,1775118143.7566638,2.76567549405793,0.584785131505848,0.2616201141189327,0.3833129301504475,0.00983993840770187,0.0
ekf_slam,1775706415.4292843,1775118143.7313607,2.7070942810511482,0.7081013218057879,0.2603980471194478,0.0,0.0,0.0
odom,1775706415.4296591,1775118143.7763433,2.7730754161514537,0.5862183356476826,0.26160254782968506,0.38331297908319306,0.009839727395925563,0.0
odom,1775706415.4513965,1775118143.7961702,2.78053028620965,0.587664662826691,0.2615861403176565,0.3833129993924973,0.009839485024181237,0.0
odom,1775706415.4684775,1775118143.815759,2.787896743362906,0.5890882817470071,0.26156719275479334,0.38331307413876,0.00983931021353486,0.0
odom,1775706415.5338242,1775118143.835404,2.795284274347843,0.5905165965870514,0.26154858473847264,0.3833131425189065,0.009839134809254252,0.0
odom,1775706415.5343103,1775118143.8550508,2.8026726662678008,0.5919445493803385,0.26152978431136775,0.3833132035269413,0.009838957169916084,0.0
odom,1775706415.5345871,1775118143.8746145,2.810030265648948,0.5933642419008228,0.2615099889950647,0.3833132783759867,0.009838803478720402,0.0
